Call_ID_38	Chr	Start	Gene	Region	Ref_Units	Mean_Units	Med_Units	Min_Units	Max_Units	SD	EE50	EE100	Instability_Rating
18.32470697	chr18	32470697	GAREM1	UTR5	4	6	6	0	47	0.7695	0	0	0.009
18.32630236	chr18	32630236	WBP11P1->KLHL14	intergenic	3	4	4	3	4	0.0685	0	0	0.0025
18.32772136	chr18	32772136	KLHL14	intronic	4	5	5	4	12	0.1475	0	0	0.008
18.33440758	chr18	33440758	CCDC178	intronic	6	7	7	7	16	0.115	0	0	0
18.33578393	chr18	33578393	ASXL3	UTR5	5	7	6	0	151	7.6275	16	2	0.7055
18.33578459	chr18	33578459	ASXL3	UTR5	15	17	16	0	60	7.483	96	0	0.7515
18.33745897	chr18	33745897	ASXL3	exonic	5	7	7	0	30	2.3165	0	0	0.627
18.34159483	chr18	34159483	NOL4	intronic	3	4	4	4	5	0.013	0	0	0
18.34976948	chr18	34976948	MAPRE2	UTR5	7	8	8	0	9	0.1935	0	0	0.0015
18.3499158	chr18	3499158	DLGAP1	UTR3	3	4	4	1	49	2.606	0	0	0.0135
18.35267488	chr18	35267488	ZSCAN30	UTR5	3	3	3	3	5	0.5365	0	0	0.1565
18.35581475	chr18	35581475	GALNT1	UTR5	7	8	8	0	60	3.648	22	0	0.022
18.35581834	chr18	35581834	GALNT1	UTR5	5	8	7	0	62	5.437	118	0	0.06
18.35972711	chr18	35972711	C18orf21	UTR5	5	6	6	3	29	0.1405	0	0	0
18.36297303	chr18	36297303	FHOD3	upstream	3	4	4	3	38	0.2455	0	0	0
18.37243909	chr18	37243909	CELF4	UTR3	6	7	7	1	14	0.2045	0	0	0.0135
18.4454959	chr18	4454959	DLGAP1	intronic	4	4	4	2	28	0.58	0	0	0.019
18.4455146	chr18	4455146	DLGAP1	UTR5	3	4	4	3	9	0.0575	0	0	5e-04
18.44679683	chr18	44679683	SETBP1	upstream	8	9	9	0	59	2.308	11	0	0.051
18.46334238	chr18	46334238	RNF165	UTR5	7	8	8	5	15	0.2515	0	0	0.0285
18.46917364	chr18	46917364	PIAS2	UTR5	6	7	7	0	49	1.6225	0	0	0.048
18.46917470	chr18	46917470	PIAS2	UTR5	5	6	6	1	52	0.681	1	0	0.0025
18.46962886	chr18	46962886	KATNAL2	intronic	3	4	4	1	21	0.1695	0	0	0.0035
18.46968813	chr18	46968813	KATNAL2	intronic	3	4	4	1	43	0.3225	0	0	0.0085
18.47022405	chr18	47022405	KATNAL2	intronic	3	4	4	3	4	0.015	0	0	0
18.47028320	chr18	47028320	KATNAL2	intronic	3	4	4	4	4	0	0	0	0
18.47246666	chr18	47246666	SKOR2	exonic	5	6	6	0	44	0.8065	0	0	0.5035
18.47247070	chr18	47247070	SKOR2	exonic	10	14	11	0	60	8.9325	101	0	0.1705
18.47247159	chr18	47247159	SKOR2	exonic	4	18	34	0	56	13.204	95	0	0.982
18.47248303	chr18	47248303	SKOR2	exonic	10	11	11	0	65	1.7175	14	0	0.0055
18.47248379	chr18	47248379	SKOR2	exonic	4	5	5	2	31	0.424	0	0	0.0045
18.47261183	chr18	47261183	SKOR2->MIR4527HG	intergenic	3	4	4	1	24	0.2785	0	0	0.0035
18.47930841	chr18	47930841	SMAD2	UTR5	5	6	6	0	44	0.6115	0	0	0.006
18.48951561	chr18	48951561	SMAD7	upstream	4	5	5	4	20	0.1935	0	0	0.0025
18.48976184	chr18	48976184	SMAD7->LOC100129878	intergenic	5	6	6	2	48	0.4295	0	0	0.0065
18.49813970	chr18	49813970	ACAA2->SCARNA17->SNHG22	upstream	5	6	6	0	37	0.6625	0	0	0.012
18.50560044	chr18	50560044	MAPK4	upstream	4	5	5	0	116	2.131	1	1	0.0185
18.51030712	chr18	51030712	SMAD4	intronic	7	8	8	0	32	0.583	0	0	0.0185
18.51196677	chr18	51196677	MEX3C	exonic	3	4	4	3	6	0.049	0	0	0.0015
18.51196768	chr18	51196768	MEX3C	exonic	8	8	9	0	60	2.6005	10	0	0.4205
18.51197218	chr18	51197218	MEX3C	exonic	16	17	17	0	116	4.64	35	1	0.521
18.51197341	chr18	51197341	MEX3C	UTR5	4	5	5	0	26	0.375	0	0	0.0025
18.51197644	chr18	51197644	MEX3C	UTR5	4	5	5	0	49	1.4125	0	0	0.043
18.5295546	chr18	5295546	ZBTB14	intronic	3	4	4	0	32	1.1505	0	0	0.0145
18.54224200	chr18	54224200	MBD2	exonic	16	17	17	0	63	3.062	14	0	0.1815
18.55588100	chr18	55588100	TCF4	UTR5	7	8	8	0	33	0.995	0	0	0.0075
18.55588157	chr18	55588157	TCF4	UTR5	7	8	8	0	53	1.938	3	0	0.0225
18.56651376	chr18	56651376	WDR7	UTR5	4	5	5	3	9	1.106	0	0	0.155
18.57147321	chr18	57147321	BOD1L2	exonic	7	8	8	0	19	0.322	0	0	0.002
18.57435994	chr18	57435994	ONECUT2	exonic	8	9	9	0	41	0.8945	0	0	0.0135
18.58044368	chr18	58044368	NEDD4L	UTR5	3	4	4	1	12	0.104	0	0	5e-04
18.58863505	chr18	58863505	ZNF532	UTR5	6	34	48	0	116	15.862	4251	1	0.957
18.58863611	chr18	58863611	ZNF532	UTR5	5	32	60	0	117	17.263	10254	14	0.9755
18.5891025	chr18	5891025	TMEM200C	exonic	9	10	10	0	26	0.3975	0	0	0.003
18.5891374	chr18	5891374	TMEM200C	exonic	10	11	11	1	36	1.366	0	0	0.023
18.59220171	chr18	59220171	GRP	UTR5	5	6	6	5	37	0.4335	0	0	0.002
18.59269143	chr18	59269143	RAX	exonic	4	5	5	0	15	0.1355	0	0	5e-04
18.59269201	chr18	59269201	RAX	exonic	5	6	6	5	9	0.3205	0	0	0.451
18.59697404	chr18	59697404	CCBE1	UTR5	5	6	6	6	12	0.079	0	0	5e-04
18.59969705	chr18	59969705	PMAIP1->MC4R	intergenic	4	5	5	0	7	0.1575	0	0	0.004
18.61894185	chr18	61894185	RNF152->PIGN	intergenic	5	6	6	0	58	1.2945	1	0	0.02
18.61894311	chr18	61894311	RNF152->PIGN	intergenic	3	4	4	3	5	0.023	0	0	5e-04
18.62384858	chr18	62384858	TNFRSF11A	exonic	5	6	6	0	7	0.149	0	0	0.0015
18.62523555	chr18	62523555	ZCCHC2	exonic	6	8	8	0	150	3.9175	10	1	0.3145
18.62523598	chr18	62523598	ZCCHC2	exonic	5	6	6	0	55	1.6045	1	0	0.0195
18.62523647	chr18	62523647	ZCCHC2	exonic	5	6	6	0	69	3.2545	17	0	0.024
18.62526614	chr18	62526614	ZCCHC2	intronic	5	6	6	0	17	0.1715	0	0	0.002
18.62715787	chr18	62715787	PHLPP1	exonic	5	6	6	0	54	4.2595	10	0	0.096
18.62716443	chr18	62716443	PHLPP1	exonic	3	4	4	1	38	0.814	0	0	0.003
18.62717074	chr18	62717074	PHLPP1	exonic	5	6	6	0	53	1.4245	4	0	0.013
18.63320040	chr18	63320040	BCL2	upstream	4	4	4	0	42	1.5985	0	0	0.0655
18.66866793	chr18	66866793	CDH19->MIR5011	intergenic	4	5	5	0	22	0.7545	0	0	0.016
18.72867777	chr18	72867777	NETO1	UTR5	9	10	10	0	61	3.651	12	0	0.022
18.75211663	chr18	75211663	TSHZ1	UTR5	6	7	7	0	41	2.152	0	0	0.066
18.75211839	chr18	75211839	TSHZ1	UTR5	10	11	11	0	43	0.908	0	0	0.012
18.76822306	chr18	76822306	ZNF236->ZNF236-DT	upstream	5	6	6	0	43	2.0915	0	0	0.6185
18.76822792	chr18	76822792	ZNF236	intronic	5	6	6	0	90	2.197	6	0	0.032
18.77132903	chr18	77132903	MBP	upstream	4	5	5	0	20	0.2695	0	0	0.0015
18.78979746	chr18	78979746	SALL3	upstream	11	12	12	0	100	3.707	22	1	0.0675
18.78980157	chr18	78980157	SALL3	upstream	5	6	6	0	50	1.955	1	0	0.0315
18.78980726	chr18	78980726	SALL3	intronic	3	5	4	3	45	3.9545	0	0	0.1405
18.79396208	chr18	79396208	NFATC1	UTR5	4	5	5	0	55	1.291	3	0	0.0045
18.79400460	chr18	79400460	NFATC1	exonic	5	6	6	0	58	1.4685	5	0	0.0135
18.79442635	chr18	79442635	NFATC1	intronic	5	6	6	1	16	0.2445	0	0	0.002
18.79863692	chr18	79863692	KCNG2	exonic	4	5	6	0	8	0.8055	0	0	0.579
18.812017	chr18	812017	YES1	intronic	7	8	8	5	12	1.0455	0	0	0.3765
18.8609487	chr18	8609487	RAB12	UTR5	7	8	8	0	53	1.947	2	0	0.0135
18.8705462	chr18	8705462	GACAT2	ncRNA	3	7	4	0	58	10.2115	33	0	0.183
18.8705586	chr18	8705586	GACAT2	ncRNA	8	10	12	0	49	3.356	0	0	0.8075
18.907755	chr18	907755	ADCYAP1	exonic	4	5	5	0	9	0.334	0	0	0.02
18.9614444	chr18	9614444	PPP4R1	intronic	3	4	4	0	47	1.4355	0	0	0.0075
18.9914600	chr18	9914600	VAPA	intronic	5	6	6	0	50	0.8315	1	0	0.0035
19.1020937	chr19	1020937	TMEM259	exonic	5	6	6	0	24	0.4145	0	0	0.004
19.1021097	chr19	1021097	TMEM259	UTR5	3	4	4	1	28	0.25	0	0	0.001
19.10289871	chr19	10289871	ICAM5	upstream	6	7	7	1	46	1.231	0	0	0.5
19.1054312	chr19	1054312	ABCA7	exonic	5	6	6	3	7	0.053	0	0	0
19.10568987	chr19	10568987	CDKN2D	upstream	4	5	5	1	5	0.0375	0	0	0
19.10654445	chr19	10654445	ILF3	UTR5	6	7	7	0	48	1.2785	0	0	0.0045
19.10654716	chr19	10654716	ILF3	intronic	6	7	7	0	59	1.3995	1	0	0.0105
19.10687388	chr19	10687388	ILF3	exonic	6	6	7	1	11	0.156	0	0	0.5035
19.10871487	chr19	10871487	CARM1	upstream	8	9	9	0	75	4.8875	54	0	0.295
19.10871564	chr19	10871564	CARM1	UTR5	29	30	31	0	116	8.841	232	3	0.921
19.10871667	chr19	10871667	CARM1	UTR5	5	10	6	0	100	14.9585	751	1	0.16
19.10871705	chr19	10871705	CARM1	exonic	6	8	7	0	100	12.1515	688	1	0.0925
19.1095320	chr19	1095320	POLR2E	UTR5	6	7	7	0	20	0.2045	0	0	0.0015
19.10960669	chr19	10960669	SMARCA4	upstream	8	10	9	0	17	1.9075	0	0	0.26
19.10961059	chr19	10961059	SMARCA4	UTR5	4	5	5	3	22	0.186	0	0	0.003
19.11262481	chr19	11262481	DOCK6	UTR5	5	6	6	1	46	0.498	0	0	0.5015
19.11355552	chr19	11355552	PLPPR2	UTR5	3	4	4	2	5	0.03	0	0	0
19.11480026	chr19	11480026	ELAVL3	intronic	6	7	7	0	43	0.578	0	0	0.008
19.11481053	chr19	11481053	ELAVL3	upstream	4	6	5	0	50	6.84	1	0	0.1195
19.1228557	chr19	1228557	CBARP	UTR3	7	8	8	2	52	3.018	3	0	0.038
19.1241924	chr19	1241924	ATP5F1D	exonic	3	5	5	0	31	0.4955	0	0	0.005
19.1254290	chr19	1254290	MIDN	exonic	6	7	7	0	29	0.3235	0	0	0.002
19.12721222	chr19	12721222	TNPO2	intronic	4	5	5	0	12	0.2395	0	0	0.0025
19.1280758	chr19	1280758	FAM174C->EFNA2	intergenic	3	4	4	3	5	0.0155	0	0	0
19.12833850	chr19	12833850	RTBDN	intronic	7	9	8	0	56	5.1485	8	0	0.1835
19.12833952	chr19	12833952	RTBDN	intronic	5	6	6	0	54	0.762	1	0	0.002
19.12838508	chr19	12838508	MAST1	UTR5	11	12	12	0	50	1.112	1	0	0.008
19.1285900	chr19	1285900	EFNA2	UTR5	4	5	5	0	72	2.0295	3	0	0.037
19.1286085	chr19	1286085	EFNA2	UTR5	9	10	10	0	50	1.885	1	0	0.034
19.1286217	chr19	1286217	EFNA2	exonic	5	6	6	0	83	2.4105	2	0	0.022
19.12995498	chr19	12995498	NFIX	UTR5	9	10	10	0	53	3.0705	7	0	0.0215
19.12995615	chr19	12995615	NFIX	UTR5	8	9	9	0	53	3.141	12	0	0.0445
19.13506277	chr19	13506277	CACNA1A	UTR5	7	8	8	5	13	0.412	0	0	0.0745
19.13506379	chr19	13506379	CACNA1A	UTR5	3	4	4	3	7	0.045	0	0	5e-04
19.1354985	chr19	1354985	PWWP3A	UTR5	12	12	13	0	78	1.8245	2	0	0.662
19.13865239	chr19	13865239	LOC284454->MIR181C	intergenic	3	4	4	1	53	3.712	4	0	0.0475
19.13952556	chr19	13952556	DCAF15	exonic	4	5	5	2	32	0.292	0	0	5e-04
19.1395489	chr19	1395489	NDUFS7	UTR3	6	7	7	0	13	0.2105	0	0	0.008
19.13978943	chr19	13978943	RFX1	intronic	3	4	4	0	5	0.0775	0	0	5e-04
19.13979004	chr19	13979004	RFX1	intronic	7	7	8	0	9	0.418	0	0	0.4975
19.1401306	chr19	1401306	GAMT	exonic	3	4	4	3	21	0.1815	0	0	0.0025
19.1407620	chr19	1407620	DAZAP1	UTR5	14	18	18	0	150	5.186	35	1	0.8885
19.1407758	chr19	1407758	DAZAP1	UTR5	5	6	6	0	55	1.428	2	0	0.012
19.1408346	chr19	1408346	DAZAP1	intronic	5	6	6	0	53	1.2105	2	0	0.003
19.14089943	chr19	14089943	SAMD1	exonic	5	28	54	0	83	14.4525	9653	0	0.89
19.14090035	chr19	14090035	SAMD1	exonic	10	34	57	0	151	15.695	10686	12	0.966
19.14090555	chr19	14090555	SAMD1	UTR5	3	30	60	0	134	19.518	10358	72	0.9785
19.14090781	chr19	14090781	SAMD1->PRKACA	intergenic	6	30	57	0	127	17.005	9994	6	0.9715
19.14091380	chr19	14091380	SAMD1->PRKACA	intergenic	5	6	6	0	44	0.886	0	0	0.002
19.14117527	chr19	14117527	PRKACA	exonic	4	5	5	1	40	0.4395	0	0	0.001
19.14117549	chr19	14117549	PRKACA	UTR5	4	5	5	0	31	0.539	0	0	0.0035
19.14117629	chr19	14117629	PRKACA	UTR5	5	6	6	2	32	0.7475	0	0	0.007
19.14496042	chr19	14496042	GIPC1	UTR5	14	15	16	8	91	3.7315	40	0	0.7705
19.15023082	chr19	15023082	CCDC105	exonic	3	4	4	2	5	0.076	0	0	0.003
19.15199720	chr19	15199720	NOTCH3	intronic	5	6	6	2	7	0.0695	0	0	5e-04
19.15200866	chr19	15200866	NOTCH3	exonic	6	7	7	6	13	0.0795	0	0	0.001
19.1524148	chr19	1524148	PLK5	UTR5	5	6	6	0	18	0.2895	0	0	0.0015
19.15332433	chr19	15332433	BRD4	UTR5	7	8	8	0	63	3.5015	23	0	0.0305
19.15332502	chr19	15332502	BRD4	UTR5	9	12	11	0	82	6.842	136	0	0.628
19.15332573	chr19	15332573	BRD4	upstream	4	5	5	0	59	4.3465	39	0	0.034
19.1533830	chr19	1533830	PLK5	intronic	5	8	6	1	47	6.885	0	0	0.0955
19.15380243	chr19	15380243	AKAP8L	exonic	6	7	7	0	9	0.124	0	0	5e-04
19.15428155	chr19	15428155	WIZ	exonic	5	6	6	5	11	0.061	0	0	5e-04
19.15432494	chr19	15432494	WIZ	exonic	21	22	22	1	52	3.106	8	0	0.1035
19.15432769	chr19	15432769	WIZ	intronic	5	6	6	3	51	1.036	2	0	0.0045
19.1567644	chr19	1567644	MEX3D	exonic	5	6	6	3	29	0.4635	0	0	0.4995
19.1567998	chr19	1567998	MEX3D	exonic	11	12	12	0	57	5.4545	24	0	0.087
19.1568099	chr19	1568099	MEX3D	UTR5	5	6	6	0	150	5.626	26	2	0.0845
19.1568198	chr19	1568198	MEX3D	UTR5	4	6	5	0	57	5.1035	17	0	0.088
19.1568272	chr19	1568272	MEX3D	UTR5	19	20	20	0	51	7.0335	2	0	0.2415
19.1592663	chr19	1592663	MBD3	UTR5	4	5	5	0	45	0.8065	0	0	0.004
19.1592689	chr19	1592689	MBD3	UTR5	15	16	16	0	51	1.7365	1	0	0.024
19.16197981	chr19	16197981	AP1M1	UTR5	4	6	5	4	50	4.3615	1	0	0.154
19.16324753	chr19	16324753	KLF2	upstream	4	5	5	0	54	0.7395	1	0	0.0085
19.16325329	chr19	16325329	KLF2	exonic	7	8	8	7	56	3.607	31	0	0.0125
19.16325527	chr19	16325527	KLF2	exonic	4	5	5	0	64	1.0205	3	0	0.004
19.16471804	chr19	16471804	EPS15L1	intronic	6	7	7	0	32	0.564	0	0	0.003
19.1652412	chr19	1652412	TCF3	UTR5	5	6	6	0	50	1.7125	1	0	0.038
19.1652573	chr19	1652573	TCF3	UTR5	3	4	4	0	53	3.6705	4	0	0.168
19.16628122	chr19	16628122	MED26	UTR5	3	4	4	0	11	0.185	0	0	0.0015
19.16628162	chr19	16628162	MED26	UTR5	3	4	4	1	12	0.22	0	0	0.003
19.17245867	chr19	17245867	NR2F6	upstream	5	6	6	0	46	1.7185	0	0	0.068
19.17301168	chr19	17301168	ABHD8	exonic	4	5	5	0	26	0.4005	0	0	0.0015
19.17323812	chr19	17323812	ANO8	exonic	4	5	5	0	45	1.1665	0	0	0.0055
19.1753828	chr19	1753828	ONECUT3	exonic	6	8	8	0	90	4.43	14	0	0.4695
19.1754112	chr19	1754112	ONECUT3	exonic	7	9	9	0	75	4.995	11	0	0.736
19.1754312	chr19	1754312	ONECUT3	exonic	3	4	4	0	100	1.0785	1	1	0.496
19.1754454	chr19	1754454	ONECUT3	exonic	5	6	6	0	50	1.7395	1	0	0.0215
19.1754586	chr19	1754586	ONECUT3	exonic	3	4	4	0	45	1.0585	0	0	0.02
19.17719699	chr19	17719699	MAP1S	intronic	7	8	8	0	30	1.386	0	0	0.275
19.17948325	chr19	17948325	CCDC124->KCNN1	intergenic	3	4	4	1	20	0.2465	0	0	0.001
19.17967159	chr19	17967159	KCNN1	intronic	3	5	5	0	50	1.509	1	0	0.026
19.18153180	chr19	18153180	PIK3R2	UTR5	5	6	6	0	22	0.285	0	0	0.0015
19.18153262	chr19	18153262	PIK3R2	UTR5	8	9	9	0	31	0.601	0	0	0.0125
19.18161450	chr19	18161450	PIK3R2	exonic	9	10	10	0	34	0.9345	0	0	0.106
19.18203988	chr19	18203988	RAB3A	UTR5	7	8	8	7	14	0.0475	0	0	0
19.18280986	chr19	18280986	JUND	exonic	10	11	11	0	64	2.289	7	0	0.0345
19.18323054	chr19	18323054	LSM4	UTR5	4	5	5	0	21	0.2385	0	0	0.001
19.18419469	chr19	18419469	SSBP4	UTR5	9	10	10	0	40	0.7825	0	0	0.007
19.18419626	chr19	18419626	SSBP4	UTR5	4	5	5	0	39	0.742	0	0	0.003
19.1857016	chr19	1857016	KLF16	intronic	4	5	5	1	56	2.06	3	0	0.0705
19.1863127	chr19	1863127	KLF16	exonic	3	4	4	0	46	0.612	0	0	0.498
19.1863618	chr19	1863618	KLF16	upstream	5	6	6	0	50	2.4455	3	0	0.0845
19.1876146	chr19	1876146	ABHD17A	downstream	5	6	6	0	34	0.821	0	0	0.0045
19.18831938	chr19	18831938	UPF1	upstream	7	8	8	0	31	0.32	0	0	0.0015
19.18832021	chr19	18832021	UPF1	UTR5	6	7	7	0	50	1.703	2	0	0.0055
19.18869246	chr19	18869246	GDF1	exonic	5	6	6	0	18	0.5315	0	0	0.054
19.18896061	chr19	18896061	CERS1	exonic	3	4	4	0	29	0.49	0	0	0.503
19.18941203	chr19	18941203	HOMER3-AS1	ncRNA	4	5	5	0	28	0.616	0	0	0.0135
19.19033311	chr19	19033311	SUGP2	intronic	3	3	3	0	43	1.067	0	0	0.068
19.19033489	chr19	19033489	SUGP2	exonic	5	6	6	0	41	0.8525	0	0	0.0055
19.19064021	chr19	19064021	SLC25A42	UTR5	3	4	4	0	25	0.7945	0	0	0.007
19.19257868	chr19	19257868	HAPLN4	exonic	3	4	4	3	5	0.0365	0	0	5e-04
19.19320890	chr19	19320890	MAU2	exonic	3	5	5	0	17	0.501	0	0	0.007
19.19386002	chr19	19386002	GATAD2A	UTR5	6	7	7	0	34	0.788	0	0	0.0115
19.19406452	chr19	19406452	GATAD2A	intronic	9	10	10	1	52	0.762	1	0	0.022
19.19637404	chr19	19637404	GMIP	exonic	5	6	6	3	12	0.0745	0	0	5e-04
19.19638184	chr19	19638184	GMIP	exonic	3	4	4	3	6	0.031	0	0	5e-04
19.19643609	chr19	19643609	GMIP	UTR5	7	8	8	0	16	0.206	0	0	0.002
19.19663648	chr19	19663648	ATP13A1	exonic	5	6	6	0	16	0.2045	0	0	0.0015
19.2015543	chr19	2015543	BTBD2	exonic	12	12	13	0	100	5.587	26	1	0.7095
19.2051125	chr19	2051125	MKNK2	UTR5	3	4	4	2	5	0.0735	0	0	0.0015
19.2051185	chr19	2051185	MKNK2	UTR5	5	6	6	0	16	0.373	0	0	0.006
19.2051252	chr19	2051252	MKNK2	upstream	4	5	6	0	8	0.7245	0	0	0.678
19.2164031	chr19	2164031	DOT1L	UTR5	7	8	8	0	36	0.709	0	0	0.025
19.2253728	chr19	2253728	JSRP1	exonic	4	5	5	4	12	0.129	0	0	0.0015
19.2269539	chr19	2269539	OAZ1	UTR5	3	4	4	4	9	0.061	0	0	0
19.2308143	chr19	2308143	LINGO3	UTR5	10	12	12	0	151	5.8445	70	7	0.519
19.2308195	chr19	2308195	LINGO3	upstream	3	4	4	0	127	5.123	58	2	0.0365
19.2540931	chr19	2540931	GNG7	intronic	3	4	4	4	5	0.0075	0	0	0
19.2785555	chr19	2785555	THOP1	UTR5	5	5	6	1	16	0.152	0	0	0.5015
19.2819904	chr19	2819904	ZNF554	UTR5	5	6	6	0	7	0.2285	0	0	0.001
19.28794074	chr19	28794074	LOC100420587->LINC00906	intergenic	5	6	6	6	9	0.034	0	0	0
19.29812078	chr19	29812078	CCNE1	UTR5	11	11	11	2	32	1.2265	0	0	0.0175
19.29812354	chr19	29812354	CCNE1	intronic	5	6	6	0	50	1.3955	1	0	0.0075
19.29901826	chr19	29901826	CCNE1->URI1	intergenic	5	9	10	0	116	6.9925	25	1	0.5515
19.29942339	chr19	29942339	URI1	UTR5	4	5	5	0	33	0.451	0	0	0.002
19.29942403	chr19	29942403	URI1	UTR5	4	5	5	0	38	0.7265	0	0	0.0075
19.30227740	chr19	30227740	ZNF536	intronic	7	8	8	0	31	1.542	0	0	0.0215
19.3062313	chr19	3062313	MIR1268A	ncRNA	3	4	4	0	75	2.1375	3	0	0.0195
19.3094414	chr19	3094414	GNA11	UTR5	3	4	4	0	46	0.9625	0	0	0.008
19.31349244	chr19	31349244	TSHZ3	UTR5	7	8	8	3	48	1.2085	0	0	0.009
19.31349771	chr19	31349771	TSHZ3	upstream	3	3	3	0	50	3.1405	1	0	0.0485
19.31350770	chr19	31350770	TSHZ3->THEG5	intergenic	3	4	4	2	9	0.093	0	0	0.0015
19.3185971	chr19	3185971	NCLN	UTR5	5	6	6	0	22	0.35	0	0	0.003
19.3224703	chr19	3224703	CELF5	UTR5	5	6	6	1	50	1.204	1	0	0.0145
19.32864100	chr19	32864100	SLC7A9	exonic	3	4	4	2	4	0.015	0	0	0
19.33207063	chr19	33207063	LRP3	exonic	3	4	4	3	5	0.0515	0	0	0.5
19.33301849	chr19	33301849	CEBPA	exonic	6	7	7	1	56	1.061	2	0	0.0365
19.33302102	chr19	33302102	CEBPA	exonic	6	7	7	0	45	0.978	0	0	0.0135
19.33373697	chr19	33373697	CEBPG	upstream	4	5	5	0	47	1.082	0	0	0.0085
19.3359354	chr19	3359354	NFIC	upstream	8	9	9	0	51	0.9945	1	0	0.011
19.3360220	chr19	3360220	NFIC	intronic	5	6	6	0	116	1.6275	1	1	0.0365
19.33622020	chr19	33622020	CHST8	UTR5	3	4	4	3	16	0.136	0	0	0.001
19.33684550	chr19	33684550	CHST8	UTR5	5	6	6	6	8	0.0425	0	0	0
19.33796707	chr19	33796707	KCTD15	upstream	9	16	26	0	55	10.4765	24	0	0.9835
19.34172434	chr19	34172434	LSM14A	upstream	11	12	12	4	17	0.3355	0	0	0.011
19.34172626	chr19	34172626	LSM14A	UTR5	4	5	5	2	6	0.156	0	0	0.01
19.34482265	chr19	34482265	WTIP	exonic	7	8	8	0	35	0.6015	0	0	0.0045
19.35030438	chr19	35030438	SCN1B	upstream	9	10	10	0	50	2.403	1	0	0.0955
19.35268514	chr19	35268514	USF2->LSR	intergenic	7	8	8	0	100	5.3055	22	2	0.1905
19.35268714	chr19	35268714	USF2->LSR	intergenic	4	6	5	0	62	8.2175	81	0	0.115
19.35268878	chr19	35268878	USF2->LSR	intergenic	9	9	9	0	66	3.419	27	0	0.1265
19.35279272	chr19	35279272	USF2	UTR3	5	6	6	5	23	0.2105	0	0	0.0115
19.35633761	chr19	35633761	RBM42	exonic	3	4	4	4	7	0.0285	0	0	0
19.35718021	chr19	35718021	KMT2B	exonic	4	5	5	0	100	1.694	2	1	0.0145
19.35775586	chr19	35775586	ARHGAP33	UTR5	5	6	6	0	27	0.5535	0	0	0.004
19.3585551	chr19	3585551	GIPC3	UTR5	4	5	5	0	13	0.186	0	0	0.001
19.36115489	chr19	36115489	TBCB	UTR5	6	7	7	5	31	0.596	0	0	0.115
19.36141039	chr19	36141039	CAPNS1	exonic	10	11	11	1	58	1.276	2	0	0.02
19.36141119	chr19	36141119	CAPNS1	exonic	18	19	19	2	55	2.5845	15	0	0.0845
19.36257566	chr19	36257566	ZNF565->LOC100134317	intergenic	5	6	6	0	14	0.3125	0	0	0.007
19.36266528	chr19	36266528	ZNF565->LOC100134317	intergenic	5	6	6	1	34	2.1005	0	0	0.0545
19.36268950	chr19	36268950	ZNF565->LOC100134317	intergenic	4	5	6	0	22	0.3975	0	0	0.6115
19.36271473	chr19	36271473	ZNF565->LOC100134317	intergenic	4	5	6	2	22	0.4655	0	0	0.57
19.36273972	chr19	36273972	ZNF565->LOC100134317	intergenic	4	5	5	4	12	0.3835	0	0	0.1165
19.36276515	chr19	36276515	ZNF565->LOC100134317	intergenic	4	6	6	1	44	0.8055	0	0	0.5765
19.36279068	chr19	36279068	ZNF565->LOC100134317	intergenic	4	5	6	1	37	0.864	0	0	0.666
19.36281602	chr19	36281602	ZNF565->LOC100134317	intergenic	4	5	5	2	24	0.5235	0	0	0.1375
19.36284141	chr19	36284141	ZNF565->LOC100134317	intergenic	4	4	5	0	10	1.619	0	0	0.79
19.36286672	chr19	36286672	ZNF565->LOC100134317	intergenic	4	5	6	0	30	0.493	0	0	0.359
19.36291745	chr19	36291745	ZNF565->LOC100134317	intergenic	4	5	6	1	35	1.1465	0	0	0.382
19.36294273	chr19	36294273	ZNF565->LOC100134317	intergenic	4	5	6	3	7	0.621	0	0	0.3545
19.36296796	chr19	36296796	ZNF565->LOC100134317	intergenic	4	6	6	0	6	0.7815	0	0	0.4575
19.36301866	chr19	36301866	ZNF565->LOC100134317	intergenic	4	6	6	0	9	0.734	0	0	0.4135
19.36304396	chr19	36304396	ZNF565->LOC100134317	intergenic	4	5	6	1	40	1.04	0	0	0.415
19.36309435	chr19	36309435	ZNF565->LOC100134317	intergenic	6	7	7	0	30	0.5345	0	0	0.044
19.3700441	chr19	3700441	PIP5K1C	UTR5	3	4	4	0	14	0.141	0	0	5e-04
19.37269155	chr19	37269155	LOC284412	upstream	5	5	5	0	26	0.542	0	0	0.031
19.37271691	chr19	37271691	LOC284412->ZNF875	intergenic	6	7	7	0	32	0.655	0	0	0.225
19.37274221	chr19	37274221	LOC284412->ZNF875	intergenic	5	7	8	0	90	5.2315	8	0	0.6545
19.37276756	chr19	37276756	LOC284412->ZNF875	intergenic	6	7	7	3	17	0.7355	0	0	0.269
19.37279281	chr19	37279281	LOC284412->ZNF875	intergenic	6	7	7	0	36	1.2955	0	0	0.245
19.37281808	chr19	37281808	LOC284412->ZNF875	intergenic	6	7	7	0	10	0.5765	0	0	0.198
19.37284333	chr19	37284333	LOC284412->ZNF875	intergenic	6	7	7	1	14	0.606	0	0	0.2675
19.37286857	chr19	37286857	LOC284412->ZNF875	intergenic	6	7	7	1	42	0.881	0	0	0.1305
